Results generated by BModes (v1.03.01, 25-Sept-2007, compiled using double precision) on 14-Dec-2024 at 17:11:14.
Created 14-Dec-2024 17:11:14.                                                                      
=================================================================================

            rotating blade frequencies & mode shapes
            --- only first  20 modes printed


 -------- Mode No.   1  (freq = 0.53426E+00 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist
 0.2000	-0.001660	 0.004850	-0.000236	 0.000820	 0.000000
 0.2250	 	 	 	 	 0.000000
 0.2500	-0.000956	 0.022854	-0.000132	 0.003256	 0.000000
 0.2750	 	 	 	 	 0.000000
 0.3000	 0.000440	 0.031746	 0.000059	 0.004238	 0.000000
 0.3250	 	 	 	 	 0.000000
 0.3500	 0.001793	 0.021198	 0.000238	 0.002802	 0.000000
 0.3750	 	 	 	 	 0.000000
 0.4000	 0.002128	-0.008290	 0.000294	-0.000538	 0.000000
 0.4250	 	 	 	 	 0.000000
 0.4500	 0.000922	-0.038429	 0.000181	-0.003844	 0.000000
 0.4750	 	 	 	 	 0.000000
 0.5000	-0.001230	-0.044143	-0.000048	-0.005137	 0.000000
 0.5250	 	 	 	 	 0.000000
 0.5500	-0.002611	-0.008118	-0.000266	-0.003484	 0.000000
 0.5750	 	 	 	 	 0.000000
 0.6000	-0.001531	 0.048913	-0.000341	 0.000416	 0.000000
 0.6250	 	 	 	 	 0.000000
 0.6500	 0.001597	 0.067483	-0.000184	 0.005645	 0.000000
 0.6750	 	 	 	 	 0.000000
 0.7000	 0.003568	 0.004834	 0.000197	 0.008891	 0.000000
 0.7250	 	 	 	 	 0.000000
 0.7500	 0.001025	-0.098071	 0.000542	 0.004158	 0.000000
 0.7750	 	 	 	 	 0.000000
 0.8000	-0.004463	-0.097356	 0.000412	-0.009453	 0.000000
 0.8250	 	 	 	 	 0.000000
 0.8500	-0.004470	 0.099883	-0.000441	-0.022115	 0.000000
 0.8750	 	 	 	 	 0.000000
 0.9000	 0.005531	 0.242915	-0.001257	-0.006288	 0.000000
 0.9250	 	 	 	 	 0.000000
 0.9500	 0.008833	-0.151597	-0.000200	 0.046897	 0.000000
 0.9750	 	 	 	 	 0.000000
 1.0000	-0.025339	-0.929033	 0.003756	 0.094871	 0.000000


 -------- Mode No.  13  (freq = 0.17044E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000000
 0.0500	-0.000050	-0.001832	 0.000432	 0.015801	 0.000000
 0.0750	 	 	 	 	 0.000000
 0.1000	-0.000160	-0.002444	 0.001413	 0.022182	 0.000000
 0.1250	 	 	 	 	 0.000000
 0.1500	-0.000265	-0.001724	 0.002331	 0.013716	 0.000000
 0.1750	 	 	 	 	 0.000000
 0.2000	-0.000300	 0.000423	 0.002485	-0.007770	 0.000000
 0.2250	 	 	 	 	 0.000000
 0.2500	-0.000204	 0.003444	 0.001494	-0.031444	 0.000000
 0.2750	 	 	 	 	 0.000000
 0.3000	 0.000023	 0.005595	-0.000373	-0.042472	 0.000000
 0.3250	 	 	 	 	 0.000000
 0.3500	 0.000291	 0.004894	-0.002276	-0.032797	 0.000000
 0.3750	 	 	 	 	 0.000000
 0.4000	 0.000429	 0.000380	-0.003199	-0.003568	 0.000000
 0.4250	 	 	 	 	 0.000000
 0.4500	 0.000288	-0.005943	-0.002478	 0.032157	 0.000000
 0.4750	 	 	 	 	 0.000000
 0.5000	-0.000108	-0.009339	-0.000256	 0.055509	 0.000000
 0.5250	 	 	 	 	 0.000000
 0.5500	-0.000480	-0.004684	 0.002442	 0.050845	 0.000000
 0.5750	 	 	 	 	 0.000000
 0.6000	-0.000420	 0.007022	 0.004063	 0.012925	 0.000000
 0.6250	 	 	 	 	 0.000000
 0.6500	 0.000161	 0.014538	 0.002897	-0.057615	 0.000000
 0.6750	 	 	 	 	 0.000000
 0.7000	 0.000697	 0.004944	-0.001650	-0.113735	 0.000000
 0.7250	 	 	 	 	 0.000000
 0.7500	 0.000339	-0.018208	-0.006240	-0.057281	 0.000000
 0.7750	 	 	 	 	 0.000000
 0.8000	-0.000861	-0.024200	-0.004741	 0.114088	 0.000000
 0.8250	 	 	 	 	 0.000000
 0.8500	-0.001060	 0.018845	 0.004917	 0.237488	 0.000000
 0.8750	 	 	 	 	 0.000000
 0.9000	 0.001245	 0.059510	 0.012478	 0.028699	 0.000000
 0.9250	 	 	 	 	 0.000000
 0.9500	 0.002224	-0.034946	 0.000834	-0.463494	 0.000000
 0.9750	 	 	 	 	 0.000000
 1.0000	-0.006603	-0.242883	-0.032948	-0.785282	 0.000000


 -------- Mode No.  14  (freq = 0.20209E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000000
 0.0500	-0.000275	-0.009931	-0.000024	-0.000886	 0.000000
 0.0750	 	 	 	 	 0.000000
 0.1000	-0.000878	-0.013106	-0.000081	-0.001266	 0.000000
 0.1250	 	 	 	 	 0.000000
 0.1500	-0.001312	-0.003213	-0.000119	-0.000117	 0.000000
 0.1750	 	 	 	 	 0.000000
 0.2000	-0.000995	 0.015624	-0.000074	 0.001824	 0.000000
 0.2250	 	 	 	 	 0.000000
 0.2500	 0.000142	 0.028409	 0.000045	 0.002720	 0.000000
 0.2750	 	 	 	 	 0.000000
 0.3000	 0.001424	 0.020739	 0.000154	 0.001459	 0.000000
 0.3250	 	 	 	 	 0.000000
 0.3500	 0.001806	-0.006182	 0.000160	-0.001194	 0.000000
 0.3750	 	 	 	 	 0.000000
 0.4000	 0.000707	-0.035797	 0.000040	-0.003375	 0.000000
 0.4250	 	 	 	 	 0.000000
 0.4500	-0.001212	-0.036845	-0.000125	-0.002972	 0.000000
 0.4750	 	 	 	 	 0.000000
 0.5000	-0.002143	 0.002072	-0.000201	 0.000003	 0.000000
 0.5250	 	 	 	 	 0.000000
 0.5500	-0.000694	 0.051509	-0.000113	 0.003331	 0.000000
 0.5750	 	 	 	 	 0.000000
 0.6000	 0.001978	 0.045699	 0.000088	 0.004406	 0.000000
 0.6250	 	 	 	 	 0.000000
 0.6500	 0.002386	-0.031548	 0.000252	 0.001889	 0.000000
 0.6750	 	 	 	 	 0.000000
 0.7000	-0.000912	-0.086087	 0.000185	-0.004372	 0.000000
 0.7250	 	 	 	 	 0.000000
 0.7500	-0.003627	-0.007442	-0.000153	-0.008257	 0.000000
 0.7750	 	 	 	 	 0.000000
 0.8000	 0.000141	 0.136871	-0.000452	-0.002445	 0.000000
 0.8250	 	 	 	 	 0.000000
 0.8500	 0.005828	 0.047627	-0.000122	 0.014917	 0.000000
 0.8750	 	 	 	 	 0.000000
 0.9000	-0.000477	-0.255661	 0.000809	 0.016745	 0.000000
 0.9250	 	 	 	 	 0.000000
 0.9500	-0.010222	-0.019745	 0.000567	-0.028629	 0.000000
 0.9750	 	 	 	 	 0.000000
 1.0000	 0.021434	 0.941401	-0.002780	-0.085031	 0.000000


 -------- Mode No.  15  (freq = 0.23116E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000000
 0.0500	 0.000022	 0.000772	-0.000486	-0.017151	 0.000000
 0.0750	 	 	 	 	 0.000000
 0.1000	 0.000059	 0.000663	-0.001443	-0.019097	 0.000000
 0.1250	 	 	 	 	 0.000000
 0.1500	 0.000093	 0.000679	-0.001987	-0.001576	 0.000000
 0.1750	 	 	 	 	 0.000000
 0.2000	 0.000114	 0.000000	-0.001378	 0.025325	 0.000000
 0.2250	 	 	 	 	 0.000000
 0.2500	 0.000073	-0.001761	 0.000324	 0.040846	 0.000000
 0.2750	 	 	 	 	 0.000000
 0.3000	-0.000060	-0.003444	 0.002137	 0.029723	 0.000000
 0.3250	 	 	 	 	 0.000000
 0.3500	-0.000217	-0.002478	 0.002793	-0.004319	 0.000000
 0.3750	 	 	 	 	 0.000000
 0.4000	-0.000240	 0.001838	 0.001627	-0.041077	 0.000000
 0.4250	 	 	 	 	 0.000000
 0.4500	-0.000029	 0.006261	-0.000794	-0.052764	 0.000000
 0.4750	 	 	 	 	 0.000000
 0.5000	 0.000276	 0.005053	-0.002826	-0.025707	 0.000000
 0.5250	 	 	 	 	 0.000000
 0.5500	 0.000317	-0.003794	-0.002807	 0.026693	 0.000000
 0.5750	 	 	 	 	 0.000000
 0.6000	-0.000083	-0.010729	-0.000236	 0.072210	 0.000000
 0.6250	 	 	 	 	 0.000000
 0.6500	-0.000462	-0.002482	 0.003411	 0.064917	 0.000000
 0.6750	 	 	 	 	 0.000000
 0.7000	-0.000138	 0.014074	 0.004034	-0.043393	 0.000000
 0.7250	 	 	 	 	 0.000000
 0.7500	 0.000588	 0.010424	-0.001118	-0.143493	 0.000000
 0.7750	 	 	 	 	 0.000000
 0.8000	 0.000258	-0.022493	-0.006641	-0.051931	 0.000000
 0.8250	 	 	 	 	 0.000000
 0.8500	-0.001101	-0.019988	-0.002045	 0.213591	 0.000000
 0.8750	 	 	 	 	 0.000000
 0.9000	-0.000140	 0.053062	 0.009953	 0.190989	 0.000000
 0.9250	 	 	 	 	 0.000000
 0.9500	 0.002433	 0.014703	 0.005529	-0.362490	 0.000000
 0.9750	 	 	 	 	 0.000000
 1.0000	-0.005203	-0.234168	-0.028223	-0.825714	 0.000000


 -------- Mode No.  16  (freq = 0.25608E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000000
 0.0500	-0.000297	-0.010397	-0.000010	-0.000352	 0.000000
 0.0750	 	 	 	 	 0.000000
 0.1000	-0.000869	-0.011006	-0.000033	-0.000497	 0.000000
 0.1250	 	 	 	 	 0.000000
 0.1500	-0.001058	 0.004297	-0.000031	 0.000595	 0.000000
 0.1750	 	 	 	 	 0.000000
 0.2000	-0.000334	 0.023364	 0.000026	 0.001513	 0.000000
 0.2250	 	 	 	 	 0.000000
 0.2500	 0.000947	 0.025267	 0.000088	 0.000779	 0.000000
 0.2750	 	 	 	 	 0.000000
 0.3000	 0.001633	 0.000380	 0.000073	-0.001418	 0.000000
 0.3250	 	 	 	 	 0.000000
 0.3500	 0.000852	-0.030082	-0.000035	-0.002640	 0.000000
 0.3750	 	 	 	 	 0.000000
 0.4000	-0.000905	-0.035288	-0.000141	-0.001293	 0.000000
 0.4250	 	 	 	 	 0.000000
 0.4500	-0.001821	 0.001612	-0.000125	 0.001958	 0.000000
 0.4750	 	 	 	 	 0.000000
 0.5000	-0.000509	 0.046264	 0.000031	 0.003857	 0.000000
 0.5250	 	 	 	 	 0.000000
 0.5500	 0.001753	 0.034199	 0.000184	 0.001876	 0.000000
 0.5750	 	 	 	 	 0.000000
 0.6000	 0.001606	-0.039831	 0.000161	-0.002678	 0.000000
 0.6250	 	 	 	 	 0.000000
 0.6500	-0.001444	-0.065225	-0.000069	-0.005797	 0.000000
 0.6750	 	 	 	 	 0.000000
 0.7000	-0.002492	 0.030692	-0.000281	-0.001848	 0.000000
 0.7250	 	 	 	 	 0.000000
 0.7500	 0.001570	 0.103995	-0.000130	 0.007385	 0.000000
 0.7750	 	 	 	 	 0.000000
 0.8000	 0.003390	-0.049404	 0.000349	 0.009773	 0.000000
 0.8250	 	 	 	 	 0.000000
 0.8500	-0.003601	-0.165836	 0.000422	-0.008360	 0.000000
 0.8750	 	 	 	 	 0.000000
 0.9000	-0.003637	 0.176906	-0.000560	-0.024475	 0.000000
 0.9250	 	 	 	 	 0.000000
 0.9500	 0.010068	 0.180512	-0.000847	 0.020194	 0.000000
 0.9750	 	 	 	 	 0.000000
 1.0000	-0.018169	-0.933187	 0.002705	 0.095046	 0.000000


 -------- Mode No.  17  (freq = 0.30284E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000000
 0.0500	-0.000030	-0.001056	-0.000491	-0.016641	 0.000000
 0.0750	 	 	 	 	 0.000000
 0.1000	-0.000089	-0.001087	-0.001301	-0.013131	 0.000000
 0.1250	 	 	 	 	 0.000000
 0.1500	-0.000064	 0.002074	-0.001377	 0.010708	 0.000000
 0.1750	 	 	 	 	 0.000000
 0.2000	 0.000095	 0.003667	-0.000205	 0.033997	 0.000000
 0.2250	 	 	 	 	 0.000000
 0.2500	 0.000206	 0.000294	 0.001501	 0.031013	 0.000000
 0.2750	 	 	 	 	 0.000000
 0.3000	 0.000064	-0.005576	 0.002285	-0.001192	 0.000000
 0.3250	 	 	 	 	 0.000000
 0.3500	-0.000234	-0.005276	 0.001269	-0.037754	 0.000000
 0.3750	 	 	 	 	 0.000000
 0.4000	-0.000297	 0.003274	-0.000920	-0.045556	 0.000000
 0.4250	 	 	 	 	 0.000000
 0.4500	 0.000071	 0.010072	-0.002422	-0.011384	 0.000000
 0.4750	 	 	 	 	 0.000000
 0.5000	 0.000439	 0.002715	-0.001693	 0.039127	 0.000000
 0.5250	 	 	 	 	 0.000000
 0.5500	 0.000151	-0.013020	 0.000896	 0.058827	 0.000000
 0.5750	 	 	 	 	 0.000000
 0.6000	-0.000503	-0.009055	 0.002989	 0.019776	 0.000000
 0.6250	 	 	 	 	 0.000000
 0.6500	-0.000303	 0.016129	 0.001656	-0.068291	 0.000000
 0.6750	 	 	 	 	 0.000000
 0.7000	 0.000630	 0.014137	-0.002870	-0.089154	 0.000000
 0.7250	 	 	 	 	 0.000000
 0.7500	 0.000279	-0.026206	-0.003709	 0.063009	 0.000000
 0.7750	 	 	 	 	 0.000000
 0.8000	-0.001076	-0.013294	 0.003125	 0.168376	 0.000000
 0.8250	 	 	 	 	 0.000000
 0.8500	 0.000374	 0.057435	 0.006082	-0.077597	 0.000000
 0.8750	 	 	 	 	 0.000000
 0.9000	 0.001610	-0.030463	-0.005397	-0.288182	 0.000000
 0.9250	 	 	 	 	 0.000000
 0.9500	-0.003198	-0.085217	-0.008110	 0.228033	 0.000000
 0.9750	 	 	 	 	 0.000000
 1.0000	 0.005863	 0.319973	 0.023715	 0.828158	 0.000000


 -------- Mode No.  18  (freq = 0.31710E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000000
 0.0500	 0.000322	 0.010886	-0.000026	-0.000862	 0.000000
 0.0750	 	 	 	 	 0.000000
 0.1000	 0.000852	 0.008446	-0.000063	-0.000494	 0.000000
 0.1250	 	 	 	 	 0.000000
 0.1500	 0.000781	-0.011565	-0.000079	-0.000074	 0.000000
 0.1750	 	 	 	 	 0.000000
 0.2000	-0.000249	-0.026892	-0.000056	 0.001133	 0.000000
 0.2250	 	 	 	 	 0.000000
 0.2500	-0.001361	-0.014431	 0.000035	 0.002396	 0.000000
 0.2750	 	 	 	 	 0.000000
 0.3000	-0.001188	 0.021095	 0.000156	 0.002134	 0.000000
 0.3250	 	 	 	 	 0.000000
 0.3500	 0.000393	 0.037370	 0.000190	-0.001064	 0.000000
 0.3750	 	 	 	 	 0.000000
 0.4000	 0.001625	 0.007104	 0.000040	-0.004701	 0.000000
 0.4250	 	 	 	 	 0.000000
 0.4500	 0.000703	-0.040293	-0.000200	-0.004176	 0.000000
 0.4750	 	 	 	 	 0.000000
 0.5000	-0.001433	-0.034819	-0.000270	 0.001715	 0.000000
 0.5250	 	 	 	 	 0.000000
 0.5500	-0.001406	 0.036213	-0.000026	 0.007397	 0.000000
 0.5750	 	 	 	 	 0.000000
 0.6000	 0.001344	 0.056029	 0.000319	 0.005351	 0.000000
 0.6250	 	 	 	 	 0.000000
 0.6500	 0.001853	-0.040379	 0.000303	-0.005850	 0.000000
 0.6750	 	 	 	 	 0.000000
 0.7000	-0.001752	-0.075684	-0.000234	-0.012730	 0.000000
 0.7250	 	 	 	 	 0.000000
 0.7500	-0.001917	 0.073280	-0.000520	 0.003099	 0.000000
 0.7750	 	 	 	 	 0.000000
 0.8000	 0.003499	 0.085264	 0.000210	 0.022094	 0.000000
 0.8250	 	 	 	 	 0.000000
 0.8500	 0.000194	-0.185868	 0.000902	-0.000789	 0.000000
 0.8750	 	 	 	 	 0.000000
 0.9000	-0.005905	 0.038282	-0.000468	-0.044053	 0.000000
 0.9250	 	 	 	 	 0.000000
 0.9500	 0.008859	 0.309506	-0.001502	 0.019912	 0.000000
 0.9750	 	 	 	 	 0.000000
 1.0000	-0.015281	-0.901230	 0.003840	 0.148231	 0.000000


 -------- Mode No.  19  (freq = 0.38318E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000000
 0.0500	 0.000224	 0.007329	 0.000363	 0.011766	 0.000000
 0.0750	 	 	 	 	 0.000000
 0.1000	 0.000535	 0.003658	 0.000845	 0.005280	 0.000000
 0.1250	 	 	 	 	 0.000000
 0.1500	 0.000297	-0.012560	 0.000587	-0.015200	 0.000000
 0.1750	 	 	 	 	 0.000000
 0.2000	-0.000512	-0.016660	-0.000488	-0.024738	 0.000000
 0.2250	 	 	 	 	 0.000000
 0.2500	-0.000894	 0.002955	-0.001344	-0.007110	 0.000000
 0.2750	 	 	 	 	 0.000000
 0.3000	-0.000116	 0.024911	-0.000948	 0.021903	 0.000000
 0.3250	 	 	 	 	 0.000000
 0.3500	 0.000954	 0.013330	 0.000461	 0.030703	 0.000000
 0.3750	 	 	 	 	 0.000000
 0.4000	 0.000668	-0.023571	 0.001444	 0.005855	 0.000000
 0.4250	 	 	 	 	 0.000000
 0.4500	-0.000809	-0.027368	 0.000834	-0.028284	 0.000000
 0.4750	 	 	 	 	 0.000000
 0.5000	-0.001021	 0.020633	-0.000808	-0.032196	 0.000000
 0.5250	 	 	 	 	 0.000000
 0.5500	 0.000815	 0.039406	-0.001586	 0.003605	 0.000000
 0.5750	 	 	 	 	 0.000000
 0.6000	 0.001170	-0.029002	-0.000269	 0.044545	 0.000000
 0.6250	 	 	 	 	 0.000000
 0.6500	-0.001264	-0.046065	 0.001905	 0.031682	 0.000000
 0.6750	 	 	 	 	 0.000000
 0.7000	-0.000970	 0.056685	 0.001106	-0.059621	 0.000000
 0.7250	 	 	 	 	 0.000000
 0.7500	 0.002215	 0.033053	-0.002422	-0.054258	 0.000000
 0.7750	 	 	 	 	 0.000000
 0.8000	-0.000776	-0.117560	-0.001074	 0.099511	 0.000000
 0.8250	 	 	 	 	 0.000000
 0.8500	-0.002465	 0.086779	 0.004212	 0.055898	 0.000000
 0.8750	 	 	 	 	 0.000000
 0.9000	 0.005020	 0.079035	-0.000664	-0.202693	 0.000000
 0.9250	 	 	 	 	 0.000000
 0.9500	-0.006009	-0.315134	-0.005968	 0.066225	 0.000000
 0.9750	 	 	 	 	 0.000000
 1.0000	 0.010869	 0.711435	 0.013194	 0.531311	 0.000000


 -------- Mode No.  20  (freq = 0.38912E+02 Hz)

span_loc	flap disp	flap slope	lag disp	lag slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0250	 	 	 	 	 0.000000
 0.0500	 0.000322	 0.010443	-0.000242	-0.007787	 0.000000
 0.0750	 	 	 	 	 0.000000
 0.1000	 0.000752	 0.004719	-0.000552	-0.003153	 0.000000
 0.1250	 	 	 	 	 0.000000
 0.1500	 0.000443	-0.016443	-0.000399	 0.009193	 0.000000
 0.1750	 	 	 	 	 0.000000
 0.2000	-0.000644	-0.023161	 0.000274	 0.016041	 0.000000
 0.2250	 	 	 	 	 0.000000
 0.2500	-0.001249	 0.001295	 0.000877	 0.006407	 0.000000
 0.2750	 	 	 	 	 0.000000
 0.3000	-0.000333	 0.031820	 0.000725	-0.012399	 0.000000
 0.3250	 	 	 	 	 0.000000
 0.3500	 0.001151	 0.021499	-0.000184	-0.021741	 0.000000
 0.3750	 	 	 	 	 0.000000
 0.4000	 0.001031	-0.025810	-0.000994	-0.008180	 0.000000
 0.4250	 	 	 	 	 0.000000
 0.4500	-0.000813	-0.037972	-0.000744	 0.017712	 0.000000
 0.4750	 	 	 	 	 0.000000
 0.5000	-0.001385	 0.018859	 0.000453	 0.026268	 0.000000
 0.5250	 	 	 	 	 0.000000
 0.5500	 0.000763	 0.051209	 0.001230	 0.001817	 0.000000
 0.5750	 	 	 	 	 0.000000
 0.6000	 0.001533	-0.027546	 0.000366	-0.033310	 0.000000
 0.6250	 	 	 	 	 0.000000
 0.6500	-0.001312	-0.059897	-0.001407	-0.028551	 0.000000
 0.6750	 	 	 	 	 0.000000
 0.7000	-0.001343	 0.060830	-0.000998	 0.043047	 0.000000
 0.7250	 	 	 	 	 0.000000
 0.7500	 0.002527	 0.048203	 0.001781	 0.046862	 0.000000
 0.7750	 	 	 	 	 0.000000
 0.8000	-0.000582	-0.135935	 0.001060	-0.071993	 0.000000
 0.8250	 	 	 	 	 0.000000
 0.8500	-0.003093	 0.084616	-0.003277	-0.056446	 0.000000
 0.8750	 	 	 	 	 0.000000
 0.9000	 0.005493	 0.106490	 0.000104	 0.162256	 0.000000
 0.9250	 	 	 	 	 0.000000
 0.9500	-0.006077	-0.350425	 0.005350	-0.031831	 0.000000
 0.9750	 	 	 	 	 0.000000
 1.0000	 0.010895	 0.737876	-0.011542	-0.483378	 0.000000
=================================================================================
